,title,vote_average,vote_count,popularity
37351,The Coming of Sin,4.0,1.0,3.9650410000000003
37352,The Bells Toll for the Barefooted,5.0,1.0,0.03652
37353,Atomic Age,4.8,6.0,2.225938
37354,The Fourth Dimension,5.0,3.0,0.44673100000000004
37355,At the First Breath of Wind,8.5,2.0,0.07334
37356,Dad,6.5,2.0,0.171465
37357,The Twelve Months,4.2,8.0,0.597861
37358,Okinawa Rendez-vous,0.0,0.0,0.018393
37359,Good for Nothing,6.5,6.0,1.1091360000000001
37360,...E fuori nevica!,5.7,26.0,1.557067
37361,Champion,6.2,6.0,1.969006
37362,Champion,3.9,4.0,0.469409
37363,Ciudad Delirio,5.7,3.0,0.145248
37364,Clan of Amazons,6.3,3.0,0.151359
37365,Q Planes,5.2,3.0,0.44148699999999996
37366,Fighting Fools,0.0,0.0,0.002013
37367,Hold That Baby!,0.0,0.0,0.001691
37368,Momentum,6.2,3.0,1.418634
37369,"Nikki, Wild Dog of the North",7.0,1.0,0.037374
37370,Ride a Crooked Trail,5.5,5.0,1.597373
37371,Ride the Wild Surf,4.6,6.0,0.597132
37372,Secrets of Life,8.0,2.0,0.07233400000000001
37373,The Flying Dagger,5.8,6.0,1.512402
37374,The Naked Maja,0.0,0.0,0.588101
37375,The Tournament,5.0,1.0,0.099994
37376,The Tournament,6.0,9.0,0.747649
37377,Treasure Hunters,7.1,4.0,1.0754270000000001
37378,Who Done It?,6.9,7.0,0.584151
37379,Skull,0.0,0.0,0.0012230000000000001
37380,Inori,2.0,2.0,0.119277
37381,36,7.5,4.0,0.21985500000000002
37382,Silent Ones,0.0,0.0,0.091298
37383,Darkness,0.0,0.0,0.014962
37384,Die Welt,0.0,0.0,0.015241999999999999
37385,"differently, Molussia",5.0,1.0,0.06262100000000001
37386,The Teasers,5.5,12.0,1.374672
37387,I Embrace You With 1000 Arms,6.3,4.0,0.382448
37388,You Are Not I,5.0,1.0,0.037704
37389,Mamay,5.8,3.0,0.123454
37390,A Story of the Forest: Mavka,10.0,2.0,0.239236
37391,Successive Slidings of Pleasure,5.6,10.0,0.942421
37392,The Golden Key,6.0,2.0,0.117004
37393,Nostos: The Return,7.8,5.0,1.579447
37394,Quick Billy,6.5,2.0,0.13957999999999998
37395,The Sun and the Moon,0.0,0.0,0.004706
37396,The Tale of John and Marie,7.1,5.0,0.22244299999999997
37397,Quixote,0.0,0.0,0.001188
37398,Spark of Being,0.0,0.0,0.005882
37399,Méditerranée,6.4,5.0,0.26304
37400,Ramin,5.0,1.0,0.048725
37401,The bitter herb,5.0,2.0,0.36714
37402,A Journey Through Fairyland,3.3,2.0,0.16197899999999998
37403,The Deflowering of Eva van End,4.5,3.0,0.16328099999999998
37404,Ein Teil von mir,0.0,0.0,0.00499
37405,Hate Story 3,6.5,12.0,0.834148
37406,The Field of Enchantment,7.0,2.0,0.455067
37407,Prince Bayaya,5.0,1.0,0.036841000000000006
37408,L'Été en pente douce,6.8,5.0,0.217835
37409,Sour Grape,5.0,1.0,0.049412
37410,Wool 100%,5.8,3.0,0.12973800000000002
37411,All Stars 2: Old Stars,6.8,10.0,1.1867020000000001
37412,Banana Pancakes and the Children of Sticky Rice,0.0,0.0,0.07711799999999999
37413,Saturday October 5th,5.0,1.0,0.038718999999999996
37414,Lucky in Love,4.7,6.0,0.603441
37415,An Example of Intonation,8.0,1.0,0.035502
37416,Blazing a Trail to the Stars,6.7,3.0,0.28600000000000003
37417,Twigson,3.5,2.0,0.229765
37418,Giano,0.0,0.0,0.043166
37419,The Blue Planet,8.4,5.0,0.509914
37420,Kaili Blues,7.4,14.0,2.630331
37421,Mother,10.0,1.0,0.066061
37422,Francofonia,6.8,19.0,1.6568619999999998
37423,The Event,5.0,1.0,0.375634
37424,Pioneers in Ingolstadt,6.5,2.0,0.058285000000000003
37425,Szaffi,4.8,3.0,0.00022
37426,Buried in Light,0.0,0.0,0.001189
37427,On the Road: A Document,0.0,0.0,0.001247
37428,The Great Flood,5.9,5.0,0.523999
37429,Manufractur,7.2,5.0,0.004137
37430,The Woman Who Powders Herself,6.7,7.0,0.007223
37431,The Halt,3.9,7.0,0.371636
37432,"Life, Autumn",6.5,2.0,0.071779
37433,Stellar,6.9,12.0,0.51002
37434,Get Ready,7.8,4.0,0.145892
37435,In Memory of the Day Passed By,8.5,4.0,0.149527
37436,Father and Daughter,7.4,45.0,1.000408
37437,Schwechater,5.3,12.0,0.9178959999999999
37438,Portrait,4.0,5.0,0.219241
37439,Déjeuner du matin,9.0,2.0,0.00022
37440,Dream Work,8.1,7.0,0.352785
37441,Factory,5.0,4.0,0.24551199999999998
37442,Wind,6.0,3.0,0.107099
37443,Instructions for a Light & Sound Machine,7.0,5.0,0.899832
37444,Feelings of Mountains and Waters,5.0,2.0,0.070716
37445,Mermaid,6.6,10.0,1.0159120000000001
37446,Buddy Hutchins,3.3,8.0,1.77499
37447,The Ouija Exorcism,4.6,15.0,1.185324
37448,Remember,7.4,173.0,10.200553
37449,Back To The Sea,4.0,2.0,1.082675
37450,Godheten,1.0,3.0,0.14721199999999998
37451,Future My Love,2.8,4.0,0.15021900000000002
37452,Tabloid Truth,5.0,9.0,0.6182479999999999
37453,It Was the Son,6.9,17.0,0.94537
37454,Breaking with Old Ideas,0.0,0.0,0.0
37455,The Leather Boys,6.8,5.0,0.351614
37456,The Bogus Man,6.0,1.0,0.039802
37457,Oosaravelli,5.7,6.0,0.978568
37458,For Grace,7.5,2.0,0.253959
37459,White Wall,2.6,5.0,0.801652
37460,The Mermaid,6.2,76.0,5.2960519999999995
37461,And Then There Were None,7.9,91.0,5.238281
37462,Stranded,5.3,14.0,1.071291
37463,Beyond,3.9,9.0,0.415365
37464,Airplane vs Volcano,3.5,17.0,1.4346649999999999
37465,Holi,0.0,0.0,0.296788
37466,Blood Ties,6.0,4.0,0.452682
37467,Kapıcılar Kralı,7.5,6.0,0.584912
37468,Skyscraper,4.0,10.0,0.9258959999999999
37469,Better Mus Come,4.0,1.0,0.049339
37470,The Real Miyagi,6.8,4.0,0.48277299999999995
37471,Si può fare l'amore vestiti?,4.8,4.0,0.150661
37472,Merci patron !,7.5,31.0,2.045505
37473,Chi lavora è perduto,4.5,3.0,0.42332700000000006
37474,Yankee,3.5,2.0,1.411467
37475,La Vacanza,4.5,4.0,4.158529
37476,Action,3.8,5.0,1.12006
37477,Love & Passion,3.9,9.0,3.4092580000000003
37478,All Ladies Do It,3.8,159.0,4.258331
37479,P.O. Box Tinto Brass,5.1,22.0,7.022989999999999
37480,Black Angel,5.6,12.0,1.6219729999999999
37481,May Morning,0.0,0.0,1.9e-05
37482,The Sex of Angels,6.0,1.0,0.09781799999999999
37483,The Man from Hong Kong,7.3,11.0,1.547134
37484,Fine Dead Girls,5.8,9.0,0.42779799999999996
37485,Emelie,5.4,194.0,5.543789
37486,Summers Downstairs,6.0,6.0,0.8684069999999999
37487,Täterätää - Die Kirche bleibt im Dorf 2,4.5,4.0,0.291696
37488,Summer Camp Nightmare,5.5,3.0,0.412768
37489,The Office Wife,0.0,1.0,0.036636
37490,La pazza della porta accanto: conversazione con Alda Merini,8.0,2.0,0.08464400000000001
37491,Carry On Girls,6.1,21.0,1.9270630000000002
37492,Jare vs. Cheek,0.0,0.0,0.040826999999999995
37493,A Hole in the Head,6.5,2.0,0.142337
37494,Children of Beslan,8.0,2.0,0.07304
37495,War,6.5,11.0,1.522084
37496,Morgana,6.3,2.0,0.36809200000000003
37497,Belgica,5.9,45.0,3.708558
37498,Girl Asleep,6.9,35.0,6.235767
37499,The Neon Demon,6.4,926.0,13.410522
37500,Sun Choke,6.5,10.0,1.885819
37501,Gold Coast,5.3,3.0,1.297468
37502,Take Me to the River,6.2,9.0,1.327809
37503,Evolution,6.4,47.0,3.191394
37504,Sunset Song,6.5,37.0,2.710586
37505,They Call Me Jeeg Robot,7.5,575.0,10.649494
37506,Superpai,5.7,9.0,0.41932200000000003
37507,Night Sights,3.5,7.0,2.1240930000000002
37508,Sakuran,6.4,11.0,1.349005
37509,Vinnaithaandi Varuvaayaa,7.7,19.0,1.036233
37510,Demonte Colony,7.6,7.0,0.9183209999999999
37511,Roja,7.1,9.0,0.5897979999999999
37512,Ayan,6.7,19.0,1.937874
37513,Mouna Raagam,7.7,3.0,0.437959
37514,Anjathe,5.2,3.0,0.158599
37515,Pizza 2: Villa,5.7,3.0,0.789104
37516,Yuddham Sei,7.7,3.0,0.986974
37517,Eeram,5.3,4.0,0.36954000000000004
37518,Pammal K. Sambandam,6.6,5.0,0.475954
37519,Joi Baba Felunath,7.3,5.0,2.2384560000000002
37520,Long Way Down,7.4,21.0,1.097027
37521,Noiseman Sound Insect,7.3,4.0,0.144065
37522,Motherland,3.0,2.0,0.976242
37523,Asura,6.4,17.0,2.373448
37524,Area 88,7.1,5.0,0.620677
37525,Hill of Freedom,7.6,14.0,1.249293
37526,Nobody's Daughter Haewon,7.0,15.0,1.9651040000000002
37527,Tokyo Family,7.6,18.0,1.4827700000000001
37528,Hot Bot,4.2,38.0,4.387615
37529,Rushlights,4.6,18.0,6.620285000000001
37530,Kick,6.4,9.0,0.8279780000000001
37531,Bommarillu,5.6,6.0,0.654216
37532,Arundhati,5.6,7.0,0.558002
37533,Happy,5.8,5.0,0.190998
37534,Parugu,4.5,6.0,0.976507
37535,Happy Days,6.6,5.0,0.815203
37536,Aarya 2,6.6,5.0,0.47604300000000005
37537,Desamuduru,6.7,3.0,0.588809
37538,The Amy Fisher Story,3.5,8.0,1.997741
37539,Dudes & Dragons,4.2,10.0,1.275544
37540,Pray For Death,5.9,8.0,1.2034200000000002
37541,You're Ugly Too,6.6,5.0,1.0431219999999999
37542,Priest of Darkness,7.3,3.0,0.284043
37543,Portrait of a Young Man in Three Movements,10.0,1.0,0.036470999999999996
37544,Jack and the Beanstalk,5.9,4.0,0.20534899999999998
37545,Dream of a Rarebit Fiend,6.8,14.0,0.510948
37546,The Thieving Hand,6.4,5.0,0.188317
37547,Fraktus,7.2,13.0,1.6515279999999999
37548,Hide and Seek,4.3,8.0,1.1735959999999999
37549,The Staple of News,8.0,2.0,0.128127
37550,La felicità è un sistema complesso,5.4,19.0,0.7373149999999999
37551,Elvis & Nixon,6.0,146.0,5.966121
37552,The Iron Ministry,6.5,2.0,0.376129
37553,When Night Falls on the Reeperbahn,5.0,1.0,0.490839
37554,Let Him Be,0.0,0.0,0.004706
37555,Mahana,5.7,7.0,1.260373
37556,Two Faces of the Dollar,7.0,1.0,0.043995
37557,The Battle of the Damned,4.5,2.0,0.161813
37558,"Durango Is Coming, Pay or Die",6.0,1.0,0.20165
37559,A Place Called Today,0.0,0.0,0.01575
37560,Jack and the Beanstalk,5.5,7.0,1.906173
37561,Dil Dhadakne Do,6.7,43.0,2.337434
37562,Eye in the Sky,7.2,532.0,10.564701
37563,Kareem: Minority of One,7.8,4.0,0.497687
37564,Between Eleven and Midnight,0.0,0.0,0.001443
37565,The Truth About Bebe Donge,6.0,3.0,0.39877399999999996
37566,Love and the Frenchwoman,6.0,1.0,0.041026
37567,Camino,4.8,15.0,1.437022
37568,Road Games,5.9,23.0,2.824548
37569,Ava's Possessions,6.1,41.0,2.769526
37570,Monster High Great Scarrier Reef,7.2,11.0,2.586309
37571,Bleeding Heart,4.9,28.0,2.802814
37572,You Are Not Alone,5.5,4.0,0.793136
37573,Goddess of Love,6.2,9.0,1.202176
37574,Yosemite,4.5,8.0,2.076048
37575,Weaponized,3.8,14.0,1.998282
37576,The Rocket Post,7.0,1.0,0.124832
37577,Rogue River,5.0,33.0,2.2815819999999998
37578,Two Friends,6.6,24.0,2.5919790000000003
37579,Unnatural & Accidental,5.0,1.0,0.087226
37580,The Sweatbox,7.8,4.0,1.03829
37581,"Hello, My Name Is Doris",6.5,156.0,14.992310999999999
37582,God is on Air,10.0,1.0,0.167703
37583,'Til Madness Do Us Part,6.8,6.0,0.561471
37584,La belle captive,6.9,9.0,0.954204
37585,Lethal Seduction,5.7,7.0,1.668234
37586,Mellow Mud,6.9,4.0,0.285596
37587,Earthling,3.3,7.0,0.9121
37588,Legend of the Forest,7.0,2.0,0.014473
37589,The Amityville Asylum,3.8,13.0,1.621948
37590,Back Stage,6.3,9.0,0.717345
37591,Body Team 12,7.5,4.0,0.338131
37592,That Little Band Of Gold,7.0,1.0,0.07696499999999999
37593,The Movies,0.0,0.0,0.0031780000000000003
37594,A Quiet Place in the Country,5.3,9.0,0.690595
37595,Angels in Disguise,6.0,1.0,0.039889
37596,"Cornbread, Earl and Me",0.0,0.0,0.028100999999999998
37597,Draegerman Courage,0.0,0.0,0.672146
37598,Five Shaolin Masters,7.3,11.0,0.991225
37599,Onaayum Aattukkuttiyum,7.4,6.0,0.38313
37600,Race Street,5.7,3.0,0.141565
37601,Jungle Cavalcade,0.0,0.0,0.0011769999999999999
37602,Kenny Chesney: Summer In 3D,10.0,1.0,0.071225
37603,Master Minds,0.0,0.0,0.43573
37604,Women in Cages,5.6,15.0,2.4465060000000003
37605,The Stalker,1.0,2.0,0.892921
37606,I Dream Of Wires,6.9,7.0,0.786443
37607,Roar,5.6,19.0,1.3072629999999998
37608,Outing - Engaged by Mistake,4.9,18.0,1.26876
37609,Mademoiselle C,5.9,7.0,0.575144
37610,Miss Oyu,6.1,9.0,0.49795200000000006
37611,Mr. Right,6.3,395.0,7.3178160000000005
37612,The Flying Man,4.2,3.0,0.5616
37613,Blondie Plays Cupid,7.0,3.0,0.56455
37614,Waitress!,3.4,7.0,0.247702
37615,All the Love You Cannes!,6.0,1.0,0.13329100000000002
37616,Tales from the Crapper,3.6,7.0,1.587405
37617,Make Your Own Damn Movie,5.0,1.0,0.349976
37618,Return to Nuke 'Em High Volume 1,5.3,19.0,1.5268709999999999
37619,"Return to Return to Nuke 'Em High, aka Volume 2",0.0,0.0,0.906976
37620,Coconut Hero,6.2,28.0,1.889834
37621,Estranged,5.1,27.0,1.908936
37622,Backtrack,5.7,131.0,6.727871
37623,The Encounter,4.2,11.0,1.285409
37624,Borderline,4.8,5.0,0.286199
37625,The City Without Jews,6.0,4.0,0.15037
37626,Maïna,5.3,4.0,0.7314579999999999
37627,Invocation of My Demon Brother,6.1,13.0,0.490584
37628,Tie Pimeään,4.5,1.0,0.059224
37629,Ratter,5.1,102.0,5.7801599999999995
37630,The Snake God,0.0,0.0,0.000133
37631,Road to Victory,0.0,0.0,0.015715
37632,USS Seaviper,2.3,6.0,1.029707
37633,54 Days,0.0,1.0,0.068147
37634,Groupies,0.0,0.0,0.5877859999999999
37635,Sethupathi,5.8,4.0,0.21705300000000002
37636,Force,6.2,11.0,1.549113
37637,DC Showcase: Jonah Hex,6.5,23.0,3.3568010000000004
37638,Pee-wee's Big Holiday,5.8,69.0,3.64791
37639,Miracles from Heaven,6.8,191.0,7.528099
37640,Millipilleri,0.0,0.0,0.001189
37641,Noin 7 veljestä,6.0,1.0,0.013734999999999999
37642,The Answers,8.4,8.0,0.323318
37643,Pawn's Move,6.0,1.0,0.035301
37644,The Confirmation,6.3,52.0,5.025097
37645,Prologue,6.6,10.0,0.460712
37646,The Daughter,6.4,25.0,3.71029
37647,Sugar Hill,5.6,17.0,0.937372
37648,The Last Patrol,4.0,1.0,0.056837
37649,Test,7.4,5.0,0.29744499999999996
37650,Exit Marrakech,6.1,8.0,1.998735
37651,Space Tourists,5.5,5.0,0.208747
37652,Life Is Sacred,0.0,0.0,0.040096
37653,Day of the Idiots,8.0,3.0,0.23842
37654,This Night,7.0,4.0,0.771313
37655,Palermo or Wolfsburg,8.3,4.0,0.060535000000000005
37656,Neue Vahr Süd,6.1,12.0,0.775613
37657,If These Knishes Could Talk: The Story of the NY Accent,0.0,0.0,0.0
37658,The Driftless Area,5.2,26.0,11.875146
37659,Under the Shadow,6.7,153.0,5.841
37660,Ivy,8.0,6.0,1.092242
37661,The Young Kieslowski,6.5,4.0,0.255766
37662,Vinodentro,6.0,1.0,0.392381
37663,Don't Die Without Telling Me Where You're Going,7.3,2.0,0.075991
37664,Kokoyakyu: High School Baseball,0.0,0.0,0.011459
37665,A More Perfect Union,6.5,1.0,0.035522000000000005
37666,First Comes Courage,0.0,0.0,0.054867
37667,The Giant Behemoth,5.3,9.0,1.311197
37668,Little Dead Rotting Hood,3.9,22.0,2.4804779999999997
37669,Florence Foster Jenkins,6.7,409.0,10.829116
37670,Beynelmilel,6.1,7.0,0.851274
37671,We Have Only One Life,8.2,5.0,0.264598
37672,Love at 16,10.0,1.0,0.041195999999999997
37673,The Drunkard,6.0,3.0,0.402917
37674,"Learn How to Read and Write, Son",7.1,5.0,0.554045
37675,One Man and his Cow,7.1,84.0,4.199624
37676,And the Wife Shall Revere Her Husband,6.7,3.0,0.304438
37677,Alice in the Navy,8.0,2.0,0.38997600000000004
37678,Groom from London,9.0,1.0,0.051059
37679,Throbs at the Desk,7.0,2.0,0.115549
37680,I arhontissa ki o alitis,4.5,2.0,0.07707
37681,Extended Play,5.7,5.0,0.660521
37682,The Valiants of Samothrace,7.0,3.0,0.40583800000000003
37683,It's a Long Road,8.0,3.0,0.151805
37684,Bela Lugosi Meets a Brooklyn Gorilla,7.0,3.0,0.10720299999999999
37685,Here We Go Round the Mulberry Bush,6.1,7.0,0.375375
37686,Nothing But the Best,5.0,1.0,0.726984
37687,Wrecker,3.9,24.0,3.377995
37688,Bad Spelling,7.3,3.0,0.15895399999999998
37689,Underwater Love,6.1,4.0,0.974656
37690,Boys Will Be Boys,6.8,5.0,0.45389399999999996
37691,Disorder,5.6,62.0,4.165541999999999
37692,The Flying Classroom,7.2,7.0,0.633356
37693,Poor Pretty Eddie,4.3,5.0,0.18801099999999998
37694,My Man is a Loser,4.4,21.0,2.262251
37695,Spieltrieb,5.6,7.0,0.046508999999999995
37696,The Land of OZ,5.3,11.0,0.786265
37697,12 Paces without a Head,7.2,9.0,0.723258
37698,Evil Feed,4.4,10.0,8.097234
37699,Bayonetta: Bloody Fate,5.2,19.0,3.4245650000000003
37700,Shana: The Wolf's Music,6.3,2.0,0.654077
37701,Two-Bit Waltz,5.4,11.0,1.320951
37702,My Big Fat Greek Wedding 2,5.6,328.0,6.344961
37703,Born to Be Blue,6.7,58.0,4.470369
37704,Bathroom Break,6.7,3.0,0.21509299999999998
37705,Danny and the Wild Bunch,6.0,2.0,0.092765
37706,Failure,6.7,3.0,0.585728
37707,Hibernation,9.0,2.0,0.073275
37708,Irudhi Suttru,6.7,11.0,0.756243
37709,Love's Routine,7.3,4.0,0.7239270000000001
37710,Saving Norman,5.6,5.0,1.043899
37711,Fugu & Tako,6.7,3.0,0.125697
37712,The Gift,6.0,6.0,0.596106
37713,Apricot,5.7,3.0,0.9573780000000001
37714,Neon Bull,6.5,25.0,1.720755
37715,The Sect,6.0,14.0,1.883218
37716,"Digby, the Biggest Dog in the World",4.0,6.0,0.384432
37717,The Bliss of Mrs. Blossom,8.0,3.0,0.308475
37718,"Coffee, Kill Boss",0.0,0.0,0.09562799999999999
37719,Confession of a Child of the Century,4.9,6.0,0.7784800000000001
37720,Hannibal Buress: Comedy Camisado,7.1,15.0,0.826674
37721,Jimmy Carr: Funny Business,6.9,24.0,1.253711
37722,Hindle Wakes,7.0,2.0,0.101284
37723,The Buddha,6.0,3.0,0.386889
37724,The Accidental Gangster and the Mistaken Courtesean,3.5,2.0,1.251085
37725,Barista,6.7,6.0,0.8519030000000001
37726,I Saw the Light,5.9,48.0,4.654312
37727,Get a Job,5.2,217.0,5.826914
37728,What We Become,5.7,35.0,2.6736459999999997
37729,Restless,4.9,8.0,1.5120770000000001
37730,Shock 'Em Dead,4.3,5.0,0.399834
37731,Keanu,6.0,434.0,7.9420839999999995
37732,The Taiwan Oyster,6.8,2.0,0.36243200000000003
37733,Honey Night,9.3,2.0,0.601453
37734,Sparrows,7.3,9.0,0.504563
37735,The Lure,6.1,31.0,2.1590380000000002
37736,White Girl,5.5,109.0,6.021721
37737,Yoga Hosers,4.7,107.0,7.550395
37738,Run Boy Run,7.2,38.0,3.21968
37739,Google and the World Brain,6.2,5.0,0.23175500000000002
37740,Brasilintime: Batucada com Discos,5.7,3.0,0.177974
37741,The Devil's Veil,4.0,2.0,0.219358
37742,War on Everyone,5.8,105.0,9.215388
37743,The Notorious Mr. Bout,4.8,4.0,0.154342
37744,Elektro Moskva,5.2,3.0,0.117647
37745,Wavemakers,0.0,0.0,0.063288
37746,Haack ...The King of Techno,8.0,1.0,0.037986
37747,Tony Benn: Will and Testament,6.0,2.0,0.094209
37748,Brian Eno: Another Green World,0.0,0.0,0.007220999999999999
37749,This Is The Life,8.0,1.0,0.040757999999999996
37750,What Darwin Didn't Know,0.0,0.0,0.005883
37751,The People Speak,8.0,3.0,1.2562360000000001
37752,When Bjork Met Attenborough,9.2,5.0,0.684293
37753,Aus Liebe zu Dir,0.0,0.0,0.009467
37754,What Is Left,0.0,0.0,0.015294
37755,The Perfect House,5.2,6.0,0.773253
37756,Love & Friendship,6.4,171.0,12.822085000000001
37757,Game For Vultures,2.5,2.0,0.810999
37758,The Sentimental Engine Slayer,2.5,2.0,0.301722
37759,Razzia,6.7,9.0,0.626395
37760,Grand Central,5.6,26.0,2.613487
37761,Me Him Her,4.7,10.0,1.836611
37762,A Bit of Bad Luck,4.4,7.0,0.794622
37763,Last Girl Standing,5.3,12.0,2.411218
37764,Giovanni's Island,7.0,17.0,2.748559
37765,Remote Control,7.0,3.0,0.336057
37766,The House of Fear,6.8,17.0,3.1488009999999997
37767,Vdrebezgi,3.3,3.0,0.196508
37768,Smorgasbord,3.9,4.0,0.596799
37769,So This Is Love,5.0,1.0,0.621613
37770,Song of the Saddle,0.0,0.0,0.005411
37771,The Lion and the Horse,5.0,1.0,1.1679110000000001
37772,The Lone Wolf Meets a Lady,6.8,2.0,0.071784
37773,The Purchase Price,5.3,8.0,1.089928
37774,The Rich Are Always with Us,6.8,2.0,0.154659
37775,Three Cheers for the Irish,0.0,0.0,0.059756
37776,Vacation,0.0,0.0,0.039983
37777,White Bondage,0.0,0.0,0.341004
37778,Wide Open,0.0,0.0,0.141396
37779,Wide Open,4.0,5.0,1.0785959999999999
37780,Elections Day 2,7.0,12.0,0.796854
37781,They're Watching,5.5,50.0,3.0508439999999997
37782,Down and Dirty Duck,4.5,2.0,0.6199100000000001
37783,Barolo Boys,0.0,0.0,0.346869
37784,Kryptonita,4.7,3.0,0.603562
37785,FLicKeR,0.0,0.0,0.01239
37786,Prospect,6.4,7.0,0.55705
37787,Cairn,8.0,3.0,0.11065699999999999
37788,Prague,6.7,15.0,2.466901
37789,Mad Ship,7.0,1.0,0.475534
37790,Spawn: The Recall,6.1,9.0,0.37792600000000004
37791,The Fire Next Time,5.3,2.0,0.365056
37792,Creature,4.0,21.0,6.243385
37793,Alex: The Life of a Child,5.2,3.0,1.028263
37794,Checkpoint,8.5,2.0,0.073223
37795,Justice League vs. Teen Titans,6.8,177.0,6.504562
37796,Bill,7.0,20.0,1.400383
37797,Emergency Exit,0.0,0.0,0.015625
37798,Who Took Johnny,6.6,19.0,1.843645
37799,No Más,7.7,3.0,0.39312800000000003
37800,Tre tocchi,4.5,6.0,0.38436
37801,Tea Time,8.3,3.0,0.158022
37802,Ice Age: The Great Egg-Scapade,5.7,92.0,6.263676
37803,On Air,5.6,27.0,1.2124469999999998
37804,Edgar G. Ulmer: The Man Off-screen,0.0,0.0,0.30435100000000004
37805,Richard Pryor: Live and Smokin',4.8,6.0,0.180575
37806,Hopelessly Lost,5.1,4.0,0.366869
37807,The Adventures of Tom Sawyer and Huckleberry Finn,4.8,3.0,0.40818499999999996
37808,The Wonderful Wizard of Oz: 50 Years of Magic,0.0,0.0,0.009036
37809,Redland,8.0,2.0,0.088812
37810,The Soul of the Bone,5.0,1.0,0.061216
37811,Pripyat,5.0,1.0,0.036680000000000004
37812,Orange Love,4.0,2.0,0.16625299999999998
37813,Mágica Aventura,0.0,0.0,1e-06
37814,Csontvary,6.5,2.0,0.143876
37815,April,4.0,4.0,0.227948
37816,My Worst Nightmare,5.1,59.0,3.5172980000000003
37817,Path of Destruction,4.5,5.0,1.459471
37818,Sunshine Superman,7.2,10.0,0.984906
37819,The Ardor,4.4,12.0,3.130743
37820,Ardor,5.8,3.0,1.8783720000000002
37821,Beat,4.3,4.0,0.159576
37822,Blonde Dynamite,0.0,0.0,0.018424
37823,Everything Is Copy,7.6,8.0,1.490797
37824,Faust,7.2,6.0,0.764101
37825,From Caligari to Hitler: German Cinema in the Age of the Masses,7.3,4.0,1.306323
37826,Hunger,0.0,0.0,0.001194
37827,I Spit on Your Grave III: Vengeance is Mine,5.1,200.0,21.505988000000002
37828,Incendiary Blonde,0.0,0.0,0.00349
37829,Blind Spot,3.5,3.0,0.11476900000000001
37830,Isle of Fury,0.0,0.0,0.47046400000000005
37831,Jock of the Bushveld,5.1,4.0,1.865894
37832,Kamikaze,7.0,3.0,0.941056
37833,Kamikaze 1989,5.0,3.0,1.002932
37834,Call to Arms,6.0,1.0,0.757754
37835,Heroes of Sung,5.5,1.0,0.083321
37836,The Rescue,6.2,3.0,0.125147
37837,Lucky Losers,0.0,0.0,0.002589
37838,Mapplethorpe: Look at the Pictures,7.7,11.0,0.557941
37839,Only the Dead See The End of War,8.0,14.0,0.855416
37840,Angel Baby,6.0,1.0,0.689068
37841,Sudden Danger,6.0,2.0,0.072413
37842,Sugar,4.6,9.0,1.238765
37843,The Symbol of the Unconquered,0.0,0.0,0.0012640000000000001
37844,Tarnished Angel,0.0,0.0,0.048443
37845,The Extra Girl,7.0,2.0,0.142776
37846,The Lone Wolf Strikes,6.5,2.0,0.11601700000000001
37847,Time Out for Rhythm,6.0,1.0,0.16247799999999998
37848,Valley of the Kings,4.0,2.0,0.24325100000000002
37849,Keep 'Em Flying,7.0,5.0,0.74624
37850,Hit the Ice,6.3,6.0,0.634062
37851,In Society,6.7,7.0,1.1326450000000001
37852,Here Come the Co-eds,5.5,10.0,0.9477030000000001
37853,Little Giant,5.4,5.0,0.389627
37854,On Dress Parade,0.0,0.0,0.002484
37855,Princess Jellyfish,7.4,6.0,0.9203469999999999
37856,Zero Days,7.5,73.0,3.7857879999999997
37857,Everybody Wants Some!!,6.3,419.0,6.7377970000000005
37858,Mithya,6.6,5.0,0.7666310000000001
37859,Raghu Romeo,0.0,0.0,0.0034939999999999997
37860,Strays,4.8,10.0,3.0134939999999997
37861,Carjacked,5.2,39.0,2.418216
37862,Sign Painters,7.7,3.0,0.128444
